dataset,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
train,0.6703703703703704,0.7222222222222222,0.737037037037037,0.8888888888888888,0.8888888888888888,0.9222222222222223,0.9296296296296296,0.9259259259259259,0.9666666666666667,0.9666666666666667,0.9703703703703703,0.9592592592592593,0.9629629629629629,0.9629629629629629,0.9666666666666667,0.9814814814814815,0.9851851851851852
test,0.678082191780822,0.7534246575342466,0.7602739726027398,0.9041095890410958,0.9041095890410958,0.9383561643835616,0.9246575342465754,0.9246575342465754,0.9726027397260274,0.9726027397260274,0.9726027397260274,0.9794520547945206,0.9794520547945206,0.9794520547945206,0.9794520547945206,0.9794520547945206,0.9794520547945206
